isbn,title,author,publicationyear,bookimage,numpages,rating,genre,bookurl,language,price,,,,,,,
051512463X,The Cat Who Sang for the Birds (Cat Who... (Paperback)),Lilian Jackson Braun,1999,http://images.amazon.com/images/P/051512463X.01.LZZZZZZZ.jpg,260,3.88,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.19,,,,,,,
067166865X,STAR TREK YESTERDAY'S SON (Star Trek: The Original Series),A.C. Crispin,1988,http://images.amazon.com/images/P/067166865X.01.LZZZZZZZ.jpg,0,3.96,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.4,,,,,,,
1551668424,Fifth Daughter,Elaine Coffman,2001,http://images.amazon.com/images/P/1551668424.01.LZZZZZZZ.jpg,440,3.29,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.59,,,,,,,
1551668920,A Season Of Miracles,Heather Graham,2002,http://images.amazon.com/images/P/1551668920.01.LZZZZZZZ.jpg,379,3.69,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.42,,,,,,,
038081479X,Heart of a Warrior,Johanna Lindsey,2002,http://images.amazon.com/images/P/038081479X.01.LZZZZZZZ.jpg,416,3.89,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.45,,,,,,,
039304856X,Iris and Her Friends: A Memoir of Memory and Desire,John Bayley,1999,http://images.amazon.com/images/P/039304856X.01.LZZZZZZZ.jpg,275,3.69,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.36,,,,,,,
089480751X,Dairy Hollow House Soup &amp; Bread: A Country Inn Cookbook,Crescent Dragonwagon,1992,http://images.amazon.com/images/P/089480751X.01.LZZZZZZZ.jpg,406,4.18,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.73,,,,,,,
1558742913,Chicken Soup for the Soul (Chicken Soup for the Soul Series  (Cloth)),Jack Canfield,1993,http://images.amazon.com/images/P/1558742913.01.LZZZZZZZ.jpg,309,3.96,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4,,,,,,,
1550223968,Too Close to the Falls: A Memoir,Catherine Gildiner,1999,http://images.amazon.com/images/P/1550223968.01.LZZZZZZZ.jpg,350,3.89,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.28,,,,,,,
014018869X,Cold Comfort Farm,Stella Gibbons,1995,http://images.amazon.com/images/P/014018869X.01.LZZZZZZZ.jpg,240,3.91,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.18,,,,,,,
1593101678,Kansas Brides,Denise Hunter,2004,http://images.amazon.com/images/P/1593101678.01.LZZZZZZZ.jpg,464,4.1,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.72,,,,,,,
2070374637,L'Ami retrouvÃ?Â©,Fred Uhlman,1983,http://images.amazon.com/images/P/2070374637.01.LZZZZZZZ.jpg,128,4,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.2,,,,,,,
1564144879,A Charmed Life,Patricia Telesco,2000,http://images.amazon.com/images/P/1564144879.01.LZZZZZZZ.jpg,192,3.39,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.17,,,,,,,
037327369X,A Cry In the Dark : Family Secrets: The Next Generation (Intimate Moments),Jenna Mills,2004,http://images.amazon.com/images/P/037327369X.01.LZZZZZZZ.jpg,256,4,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.99,,,,,,,
1551666685,Embrace the Twilight,Maggie Shayne,2003,http://images.amazon.com/images/P/1551666685.01.LZZZZZZZ.jpg,386,4.12,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.55,,,,,,,
037570387X,The Autograph Man: A Novel (Vintage International (Paperback)),Zadie Smith,2003,http://images.amazon.com/images/P/037570387X.01.LZZZZZZZ.jpg,347,3.16,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.05,,,,,,,
1575663104,The Wall,Mary Rinehart,1998,http://images.amazon.com/images/P/1575663104.01.LZZZZZZZ.jpg,352,3.99,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.44,,,,,,,
051512317X,Rising Tides,Nora Roberts,2001,http://images.amazon.com/images/P/051512317X.01.LZZZZZZZ.jpg,330,4.17,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.22,,,,,,,
2253057835,La Contrebasse,Patrick SÃ?Â¼skind,1992,http://images.amazon.com/images/P/2253057835.01.LZZZZZZZ.jpg,92,3.77,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.19,,,,,,,
8433966111,La Musica del Azar,Paul Auster,1998,http://images.amazon.com/images/P/8433966111.01.LZZZZZZZ.jpg,251,3.91,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.13,,,,,,,
006018700X,Design for Dying,Timothy Leary,1997,http://images.amazon.com/images/P/006018700X.01.LZZZZZZZ.jpg,256,3.79,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.4,,,,,,,
1561840564,Prometheus Rising,Robert Anton Wilson,1992,http://images.amazon.com/images/P/1561840564.01.LZZZZZZZ.jpg,284,4.26,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.3,,,,,,,
187455787X,Technology of the F1 Car (Autocourse Technical S.),Nigel McKnight,1998,http://images.amazon.com/images/P/187455787X.01.LZZZZZZZ.jpg,128,0,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.03,,,,,,,
038533348X,Cat's Cradle,Kurt Vonnegut,1998,http://images.amazon.com/images/P/038533348X.01.LZZZZZZZ.jpg,287,4.16,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.31,,,,,,,
1573247022,The Food Revolution: How Your Diet Can Help Save Your Life and Our World,John Robbins,2001,http://images.amazon.com/images/P/1573247022.01.LZZZZZZZ.jpg,449,4.28,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.51,,,,,,,
2246376319,L'Amour aux temps du cholÃ?Â©ra,Gabriel Garcia Marquez,1987,http://images.amazon.com/images/P/2246376319.01.LZZZZZZZ.jpg,378,3.92,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.97,,,,,,,
019280068X,An A-Z of Sailing Terms (Oxford Paperback Reference),Ian Dear,1999,http://images.amazon.com/images/P/019280068X.01.LZZZZZZZ.jpg,224,3.25,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.78,,,,,,,
1885266480,The Open Door: A Novel,Floyd Skloot,1997,http://images.amazon.com/images/P/1885266480.01.LZZZZZZZ.jpg,199,4.2,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.32,,,,,,,
006016185X,Valsalva's Maneuver: Mots Justes and Indispensable Terms,John Train,1990,http://images.amazon.com/images/P/006016185X.01.LZZZZZZZ.jpg,133,3.75,Arts & Crafts,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.06,,,,,,,
156523040X,Afternoon Teas: Recipes-History-Menus (Between Friends Cookbook),Pam McKee,1994,http://images.amazon.com/images/P/156523040X.01.LZZZZZZZ.jpg,64,3.55,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.51,,,,,,,
055325278X,The Edgar Cayce Primer,Herbert Puryear,1985,http://images.amazon.com/images/P/055325278X.01.LZZZZZZZ.jpg,272,3.77,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.6,,,,,,,
034543059X,Fatal Charms and Other Tales of Today/The Mansions of Limbo (Omnibus),DOMINICK DUNNE,1999,http://images.amazon.com/images/P/034543059X.01.LZZZZZZZ.jpg,528,3.75,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.91,,,,,,,
038549565X,Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission,HAMPTON SIDES,2002,http://images.amazon.com/images/P/038549565X.01.LZZZZZZZ.jpg,344,4.21,History,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.47,,,,,,,
044640344X,Smoke,Donald E. Westlake,1996,http://images.amazon.com/images/P/044640344X.01.LZZZZZZZ.jpg,439,3.75,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.61,,,,,,,
8420448583,La Ley De La Calle,Susan E. Hinton,2002,http://images.amazon.com/images/P/8420448583.01.LZZZZZZZ.jpg,128,3.79,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.26,,,,,,,
123456789,123456789,123456789,1234,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/bookImage/1573225487_desk+copy.png,126,0,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/0123456789_pg1727-images.epub,English,,,,,,,,
8804482001,Se Una Notte D'Inverno UN Viaggiatore,Italo Calvino,2002,http://images.amazon.com/images/P/8804482001.01.LZZZZZZZ.jpg,264,4.05,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.44,,,,,,,
1567180183,Covencraft: Witchcraft for Three or More,Amber K,1998,http://images.amazon.com/images/P/1567180183.01.LZZZZZZZ.jpg,528,4.07,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.38,,,,,,,
187918172X,From the Ashes of Angels: The Forbidden Legacy of a Fallen Race,Andrew Collins,2001,http://images.amazon.com/images/P/187918172X.01.LZZZZZZZ.jpg,464,3.97,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.38,,,,,,,
2070388425,La Part manquante,Christian Bobin,1994,http://images.amazon.com/images/P/2070388425.01.LZZZZZZZ.jpg,101,3.55,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.9,,,,,,,
044661064X,The First Counsel,Brad Meltzer,2001,http://images.amazon.com/images/P/044661064X.01.LZZZZZZZ.jpg,509,3.9,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.54,,,,,,,
8439703651,En LA Boca Del Dragon,Ken Follett,2002,http://images.amazon.com/images/P/8439703651.01.LZZZZZZZ.jpg,406,3.47,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.03,,,,,,,
1583940634,The Diary of a Teenage Girl: An Account in Words and Pictures,Phoebe Gloeckner,2002,http://images.amazon.com/images/P/1583940634.01.LZZZZZZZ.jpg,320,3.92,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.33,,,,,,,
068484477X,STONES FROM THE RIVER,Ursula Hegi,1997,http://images.amazon.com/images/P/068484477X.01.LZZZZZZZ.jpg,525,4.09,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.55,,,,,,,
038072975X,Midnight Champagne : A Novel (Mysteries &amp; Horror),A. Manette Ansay,2000,http://images.amazon.com/images/P/038072975X.01.LZZZZZZZ.jpg,240,3.32,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.93,,,,,,,
1885167172,Who's Running Your Career?: Creating Stable Work in Unstable Times,Caela Farren,1997,http://images.amazon.com/images/P/1885167172.01.LZZZZZZZ.jpg,286,3.25,Business & Economics,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.04,,,,,,,
1853260401,Three Musketeers (Wordsworth Classics),Alexandre Dumas,1997,http://images.amazon.com/images/P/1853260401.01.LZZZZZZZ.jpg,592,4.07,Drama,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.86,,,,,,,
059045899X,Amber Brown Is Not a Crayon (Amber Brown (Paperback)),Paula Danziger,1995,http://images.amazon.com/images/P/059045899X.01.LZZZZZZZ.jpg,80,3.84,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.79,,,,,,,
060980619X,God Save the Sweet Potato Queens,JILL CONNER BROWNE,2001,http://images.amazon.com/images/P/060980619X.01.LZZZZZZZ.jpg,261,3.95,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.6,,,,,,,
1569245770,Best Food Writing 2001,Holly Hughes,2001,http://images.amazon.com/images/P/1569245770.01.LZZZZZZZ.jpg,368,3.8,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.89,,,,,,,
1558534172,White House Ladies : Fascinating Tales and Colorful Curiosities,Webb Garrison,1996,http://images.amazon.com/images/P/1558534172.01.LZZZZZZZ.jpg,256,3.25,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.34,,,,,,,
3822814962,Kitchen Kitsch: Vintage Food Graphics,Jim Heimann,2002,http://images.amazon.com/images/P/3822814962.01.LZZZZZZZ.jpg,192,4.18,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.01,,,,,,,
8495618605,El Codigo Da Vinci / The Da Vinci Code,Dan Brown,2003,http://images.amazon.com/images/P/8495618605.01.LZZZZZZZ.jpg,557,3.84,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.72,,,,,,,
1891620487,American Greats,Robert A. Wilson,1999,http://images.amazon.com/images/P/1891620487.01.LZZZZZZZ.jpg,336,3.62,History,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.54,,,,,,,
1561708690,Spellbinding: Spells and Rituals That Will Empower Your Life,Claudia Blaxell,2001,http://images.amazon.com/images/P/1561708690.01.LZZZZZZZ.jpg,176,4.36,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.54,,,,,,,
1586607251,Gideon's Dawn,Michael D. Warden,2003,http://images.amazon.com/images/P/1586607251.01.LZZZZZZZ.jpg,527,4.17,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.68,,,,,,,
037348481X,Turning Point,Sharon Sala,2002,http://images.amazon.com/images/P/037348481X.01.LZZZZZZZ.jpg,416,3.73,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.81,,,,,,,
044651652X,The Bridges of Madison County,Robert James Waller,1992,http://images.amazon.com/images/P/044651652X.01.LZZZZZZZ.jpg,171,3.61,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.12,,,,,,,
1892065169,Kirith Kirin,Jim Grimsley,2000,http://images.amazon.com/images/P/1892065169.01.LZZZZZZZ.jpg,554,3.79,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.86,,,,,,,
1573225517,High Fidelity,Nick Hornby,1996,http://images.amazon.com/images/P/1573225517.01.LZZZZZZZ.jpg,340,3.94,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.08,,,,,,,
1563056372,Incredible Fishing Stories,Shaun Morey,1994,http://images.amazon.com/images/P/1563056372.01.LZZZZZZZ.jpg,176,3.67,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.15,,,,,,,
068487217X,Angelas Ashes: A Memoir,Frank McCourt,1999,http://images.amazon.com/images/P/068487217X.01.LZZZZZZZ.jpg,460,4.11,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.31,,,,,,,
1586630059,Inside Figure Skating,Alina Sivorinovsky,2000,http://images.amazon.com/images/P/1586630059.01.LZZZZZZZ.jpg,160,4.33,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.94,,,,,,,
1558743391,The Quiet Voice of Soul : How to Find Meaning in Ordinary Life,Dayton,1995,http://images.amazon.com/images/P/1558743391.01.LZZZZZZZ.jpg,227,4.64,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.9,,,,,,,
2850186619,Dinner's On... 15 Minutes Away: 70 Recipes That Will Save the Day,Woman's Day,2004,http://images.amazon.com/images/P/2850186619.01.LZZZZZZZ.jpg,128,1,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.23,,,,,,,
067102440X,CALIBAN COVE: RESIDENT EVIL #2,S.D. Perry,1998,http://images.amazon.com/images/P/067102440X.01.LZZZZZZZ.jpg,256,3.64,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.03,,,,,,,
042515601X,Acts of War (Tom Clancy's Op Center (Paperback)),Tom Clancy,1997,http://images.amazon.com/images/P/042515601X.01.LZZZZZZZ.jpg,492,3.89,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.59,,,,,,,
087951602X,Temporary Agency,Rachel Pollack,1995,http://images.amazon.com/images/P/087951602X.01.LZZZZZZZ.jpg,202,3.68,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.61,,,,,,,
1551667533,Recipes For Easy Living,Curtiss Ann Matlock,2003,http://images.amazon.com/images/P/1551667533.01.LZZZZZZZ.jpg,400,3.66,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.81,,,,,,,
038079487X,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,1998,http://images.amazon.com/images/P/038079487X.01.LZZZZZZZ.jpg,244,3.73,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.73,,,,,,,
846660684X,Preguntale a Platon,Lou Marinoff,2003,http://images.amazon.com/images/P/846660684X.01.LZZZZZZZ.jpg,400,3.74,Psychology & Philosophy,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.07,,,,,,,
1575668572,The Dragon Lord's Daughters,Bertrice Small,2004,http://images.amazon.com/images/P/1575668572.01.LZZZZZZZ.jpg,384,3.9,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.75,,,,,,,
1573226521,The Beach,Alex Garland,1998,http://images.amazon.com/images/P/1573226521.01.LZZZZZZZ.jpg,436,3.94,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.56,,,,,,,
1573226882,Fever Pitch,Nick Hornby,1998,http://images.amazon.com/images/P/1573226882.01.LZZZZZZZ.jpg,247,3.74,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.18,,,,,,,
037575895X,Cicero: The Life and Times of Rome's Greatest Politician,Anthony Everitt,2003,http://images.amazon.com/images/P/037575895X.01.LZZZZZZZ.jpg,364,3.98,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.31,,,,,,,
068480087X,POSTCARDS,Annie Proulx,1994,http://images.amazon.com/images/P/068480087X.01.LZZZZZZZ.jpg,320,3.75,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.68,,,,,,,
1592850995,Get Me Out of Here: My Recovery from Borderline Personality Disorder,Rachel Reiland,2004,http://images.amazon.com/images/P/1592850995.01.LZZZZZZZ.jpg,436,3.91,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.73,,,,,,,
006000438X,The Death of Vishnu: A Novel,Manil Suri,2002,http://images.amazon.com/images/P/006000438X.01.LZZZZZZZ.jpg,301,3.62,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.7,,,,,,,
1879941201,The Women on the Porch (Southern Classics Series),Caroline Gordon,2000,http://images.amazon.com/images/P/1879941201.01.LZZZZZZZ.jpg,300,3.49,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.57,,,,,,,
1577314417,Beginning Mindfulness: Learning the Way of Awareness,Andrew Weiss,2004,http://images.amazon.com/images/P/1577314417.01.LZZZZZZZ.jpg,256,4.11,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.15,,,,,,,
1573227226,Lambs of God,Marlene Day,1999,http://images.amazon.com/images/P/1573227226.01.LZZZZZZZ.jpg,336,3.69,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.07,,,,,,,
